2026-04-15 00:01:08 | INFO     | app.main | SecondBrain starting up...
2026-04-15 00:09:58 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 69de89f5496455da727e87b3, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de89f5496455da727e87b3"}, "remainingTimeMS": 29}
2026-04-15 00:09:58 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 69de89f5496455da727e87b3, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de89f5496455da727e87b3"}, "remainingTimeMS": 29}
2026-04-15 00:09:58 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 69de89f5496455da727e87b3, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de89f5496455da727e87b3"}, "remainingTimeMS": 29}
2026-04-15 00:10:10 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:11:27 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:11:32 | INFO     | SecondBrain | Deleted memory 704d90c3-78c1-49b2-b870-bbd0e56bc79f for user chetan0e
2026-04-15 00:11:33 | INFO     | SecondBrain | Deleted memory 3bbf419c-ef53-4b31-b39d-eeb5f7b09802 for user chetan0e
2026-04-15 00:11:34 | INFO     | SecondBrain | Deleted memory 1d7a4886-e9ba-4647-ad73-fe4c1b63c072 for user chetan0e
2026-04-15 00:11:36 | INFO     | SecondBrain | Deleted memory a89d7a82-effa-432b-9131-f21a3afcb238 for user chetan0e
2026-04-15 00:11:37 | INFO     | SecondBrain | Deleted memory a1d9a633-9624-4013-a3a3-ee18596d8322 for user chetan0e
2026-04-15 00:11:38 | INFO     | SecondBrain | Deleted memory e3bb2950-5410-4ec0-8d11-3905d352970e for user chetan0e
2026-04-15 00:12:08 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:12:09 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:12:14 | INFO     | SecondBrain | Received audio upload from user chetan0e
2026-04-15 00:12:14 | INFO     | SecondBrain | Transcribing audio: data\uploads\upload_chetan0e_420d8c6f.wav
2026-04-15 00:12:14 | INFO     | app.services.transcription | Loading Whisper model 'base' on cpu (int8)
2026-04-15 00:12:16 | INFO     | faster_whisper | Processing audio with duration 00:04.946
2026-04-15 00:12:16 | INFO     | faster_whisper | Detected language 'en' with probability 0.15
2026-04-15 00:12:19 | INFO     | app.services.transcription | Whisper found 1 segments. Language: en (0.15)
2026-04-15 00:12:19 | INFO     | app.services.transcription | Final transcribed text: 'What I found in the respect of Jesus and'
2026-04-15 00:12:19 | INFO     | SecondBrain | Transcribed: What I found in the respect of Jesus and...
2026-04-15 00:12:19 | INFO     | SecondBrain | Extracting memory from text: What I found in the respect of Jesus and...
2026-04-15 00:12:25 | INFO     | SecondBrain | Memory extracted - Intent: None, Summary: The text discusses a subject related to Jesus.
2026-04-15 00:12:25 | WARNING  | SecondBrain | Speaker diarization pipeline not available, using default speaker
2026-04-15 00:12:28 | INFO     | SecondBrain | Speaker: You, Intent: None, Importance: 0.25 (low)
2026-04-15 00:12:33 | INFO     | httpx | HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
2026-04-15 00:12:34 | INFO     | httpx | HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
2026-04-15 00:12:36 | INFO     | SecondBrain | Stored memory with importance 0.25
2026-04-15 00:12:36 | INFO     | SecondBrain | Cleaned up temp file: data\uploads\upload_chetan0e_420d8c6f.wav
2026-04-15 00:12:36 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:12:36 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:12:38 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:12:38 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:12:42 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:12:43 | INFO     | SecondBrain | Received audio upload from user chetan0e
2026-04-15 00:12:43 | INFO     | SecondBrain | Transcribing audio: data\uploads\upload_chetan0e_b120aeb3.wav
2026-04-15 00:12:44 | INFO     | faster_whisper | Processing audio with duration 00:04.923
2026-04-15 00:12:44 | INFO     | faster_whisper | Detected language 'en' with probability 0.42
2026-04-15 00:12:45 | INFO     | app.services.transcription | Whisper found 1 segments. Language: en (0.42)
2026-04-15 00:12:45 | INFO     | app.services.transcription | Final transcribed text: 'When you catch it, let's see what it's doing, what it's doing, what it's doing.'
2026-04-15 00:12:45 | INFO     | SecondBrain | Transcribed: When you catch it, let's see what it's doing, what it's doing, what it's doing....
2026-04-15 00:12:45 | INFO     | SecondBrain | Extracting memory from text: When you catch it, let's see what it's doing, what it's doing, what it's doing....
2026-04-15 00:12:48 | INFO     | SecondBrain | Memory extracted - Intent: None, Summary: The text encourages observation of an unspecified object once caught.
2026-04-15 00:12:48 | WARNING  | SecondBrain | Speaker diarization pipeline not available, using default speaker
2026-04-15 00:12:51 | INFO     | SecondBrain | Speaker: You, Intent: None, Importance: 0.20 (low)
2026-04-15 00:12:51 | INFO     | httpx | HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
2026-04-15 00:12:52 | INFO     | httpx | HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
2026-04-15 00:12:54 | INFO     | SecondBrain | Stored memory with importance 0.20
2026-04-15 00:12:54 | INFO     | SecondBrain | Cleaned up temp file: data\uploads\upload_chetan0e_b120aeb3.wav
2026-04-15 00:12:54 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:12:54 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:13:00 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:13:00 | INFO     | SecondBrain | Received audio upload from user chetan0e
2026-04-15 00:13:00 | INFO     | SecondBrain | Transcribing audio: data\uploads\upload_chetan0e_81023f40.wav
2026-04-15 00:13:01 | INFO     | faster_whisper | Processing audio with duration 00:04.923
2026-04-15 00:13:02 | INFO     | faster_whisper | Detected language 'en' with probability 0.39
2026-04-15 00:13:03 | INFO     | app.services.transcription | Whisper found 4 segments. Language: en (0.39)
2026-04-15 00:13:03 | INFO     | app.services.transcription | Final transcribed text: '. . . .'
2026-04-15 00:13:03 | INFO     | SecondBrain | Transcribed: . . . ....
2026-04-15 00:13:03 | INFO     | SecondBrain | Extracting memory from text: . . . ....
2026-04-15 00:13:06 | INFO     | SecondBrain | Memory extracted - Intent: None, Summary: I'm sorry for the inconvenience, but the text provided is empty and cannot be summarized. If you have another text to summarize, please provide it.
2026-04-15 00:13:06 | WARNING  | SecondBrain | Speaker diarization pipeline not available, using default speaker
2026-04-15 00:13:08 | INFO     | SecondBrain | Speaker: You, Intent: None, Importance: 0.00 (minimal)
2026-04-15 00:13:11 | INFO     | httpx | HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
2026-04-15 00:13:11 | INFO     | httpx | HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
2026-04-15 00:13:13 | INFO     | SecondBrain | Stored memory with importance 0.00
2026-04-15 00:13:13 | INFO     | SecondBrain | Cleaned up temp file: data\uploads\upload_chetan0e_81023f40.wav
2026-04-15 00:13:13 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:13:13 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:13:21 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:13:21 | INFO     | SecondBrain | Received audio upload from user chetan0e
2026-04-15 00:13:21 | INFO     | SecondBrain | Transcribing audio: data\uploads\upload_chetan0e_69046533.wav
2026-04-15 00:13:21 | INFO     | faster_whisper | Processing audio with duration 00:04.923
2026-04-15 00:13:21 | INFO     | faster_whisper | Detected language 'nn' with probability 0.46
2026-04-15 00:13:32 | INFO     | app.services.transcription | Whisper found 0 segments. Language: nn (0.46)
2026-04-15 00:13:32 | INFO     | app.services.transcription | Final transcribed text: ''
2026-04-15 00:13:32 | INFO     | SecondBrain | Skipping - transcription too short or empty. Result: ''
2026-04-15 00:13:32 | INFO     | SecondBrain | Cleaned up temp file: data\uploads\upload_chetan0e_69046533.wav
2026-04-15 00:13:34 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:13:36 | INFO     | SecondBrain | Deleted memory 5113f39e-0fc1-4459-83fc-f8f574e09dc5 for user chetan0e
2026-04-15 00:13:37 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:13:40 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:13:40 | INFO     | SecondBrain | Received audio upload from user chetan0e
2026-04-15 00:13:40 | INFO     | SecondBrain | Transcribing audio: data\uploads\upload_chetan0e_7530589b.wav
2026-04-15 00:13:41 | INFO     | faster_whisper | Processing audio with duration 00:04.923
2026-04-15 00:13:41 | INFO     | faster_whisper | Detected language 'nn' with probability 0.32
2026-04-15 00:13:53 | INFO     | app.services.transcription | Whisper found 0 segments. Language: nn (0.32)
2026-04-15 00:13:53 | INFO     | app.services.transcription | Final transcribed text: ''
2026-04-15 00:13:53 | INFO     | SecondBrain | Skipping - transcription too short or empty. Result: ''
2026-04-15 00:13:53 | INFO     | SecondBrain | Cleaned up temp file: data\uploads\upload_chetan0e_7530589b.wav
2026-04-15 00:13:53 | INFO     | SecondBrain | Deleted memory e75d8e1f-de56-413f-aaca-4771b55c7433 for user chetan0e
2026-04-15 00:13:53 | INFO     | SecondBrain | Deleted memory e75d8e1f-de56-413f-aaca-4771b55c7433 for user chetan0e
2026-04-15 00:13:53 | INFO     | SecondBrain | Deleted memory e75d8e1f-de56-413f-aaca-4771b55c7433 for user chetan0e
2026-04-15 00:13:56 | INFO     | SecondBrain | Deleted memory eb2203e5-fd66-4c03-a27c-53ed3437eff8 for user chetan0e
2026-04-15 00:13:57 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:13:58 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:13:58 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:14:03 | INFO     | app.main | SecondBrain shut down cleanly
2026-04-15 00:14:03 | INFO     | apscheduler.scheduler | Scheduler has been shut down
2026-04-15 00:14:03 | INFO     | app.workers.background_worker | Background worker shutting down
2026-04-15 00:14:20 | INFO     | app.main | SecondBrain starting up...
2026-04-15 00:14:20 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "<function writable_server_selector at 0x0000024B048100F0>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69de8b04140691de7a87cb1a, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de8b04140691de7a87cb1a"}, "remainingTimeMS": 4}
2026-04-15 00:14:22 | INFO     | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-04-15 00:14:22 | INFO     | apscheduler.scheduler | Added job "check_and_fire_reminders" to job store "default"
2026-04-15 00:14:22 | INFO     | apscheduler.scheduler | Scheduler started
2026-04-15 00:14:22 | INFO     | app.main | Reminder scheduler started (interval: 15 min)
2026-04-15 00:14:22 | INFO     | app.workers.background_worker | Background worker started
2026-04-15 00:14:22 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 69de8afa140691de7a87cb19, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de8afa140691de7a87cb19"}, "remainingTimeMS": 29}
2026-04-15 00:15:17 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:15:40 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:15:42 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:15:45 | INFO     | SecondBrain | Received audio upload from user chetan0e
2026-04-15 00:15:45 | INFO     | SecondBrain | Transcribing audio: data\uploads\upload_chetan0e_da0a4dde.wav
2026-04-15 00:15:45 | INFO     | app.services.transcription | Loading Whisper model 'base' on cpu (int8)
2026-04-15 00:15:47 | INFO     | faster_whisper | Processing audio with duration 00:04.946
2026-04-15 00:15:47 | INFO     | faster_whisper | Detected language 'en' with probability 0.29
2026-04-15 00:15:48 | INFO     | app.services.transcription | Whisper found 0 segments. Language: en (0.29)
2026-04-15 00:15:48 | INFO     | app.services.transcription | Final transcribed text: ''
2026-04-15 00:15:48 | INFO     | SecondBrain | Skipping - transcription too short or empty. Result: ''
2026-04-15 00:15:48 | INFO     | SecondBrain | Cleaned up temp file: data\uploads\upload_chetan0e_da0a4dde.wav
2026-04-15 00:15:52 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:15:56 | INFO     | SecondBrain | Received audio upload from user chetan0e
2026-04-15 00:15:56 | INFO     | SecondBrain | Transcribing audio: data\uploads\upload_chetan0e_5e3b3b7b.wav
2026-04-15 00:15:56 | INFO     | faster_whisper | Processing audio with duration 00:04.923
2026-04-15 00:15:57 | INFO     | faster_whisper | Detected language 'ro' with probability 0.28
2026-04-15 00:16:00 | INFO     | app.services.transcription | Whisper found 1 segments. Language: ro (0.28)
2026-04-15 00:16:00 | INFO     | app.services.transcription | Final transcribed text: 'Bude a fost un rispăriție să ne vreoam trebuie să-mi înțezi.'
2026-04-15 00:16:00 | INFO     | SecondBrain | Transcribed: Bude a fost un rispăriție să ne vreoam trebuie să-mi înțezi....
2026-04-15 00:16:00 | INFO     | SecondBrain | Extracting memory from text: Bude a fost un rispăriție să ne vreoam trebuie să-mi înțezi....
2026-04-15 00:16:03 | INFO     | SecondBrain | Memory extracted - Intent: None, Summary: The speaker may need to understand something better or more clearly.
2026-04-15 00:16:03 | WARNING  | SecondBrain | Speaker diarization pipeline not available, using default speaker
2026-04-15 00:16:06 | INFO     | SecondBrain | Speaker: You, Intent: None, Importance: 0.20 (low)
2026-04-15 00:16:06 | INFO     | httpx | HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
2026-04-15 00:16:06 | INFO     | httpx | HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
2026-04-15 00:16:08 | INFO     | SecondBrain | Stored memory with importance 0.20
2026-04-15 00:16:08 | INFO     | SecondBrain | Cleaned up temp file: data\uploads\upload_chetan0e_5e3b3b7b.wav
2026-04-15 00:16:08 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:16:08 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:16:08 | INFO     | SecondBrain | Getting timeline for user chetan0e, page 1, size 20
2026-04-15 00:16:12 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:16:14 | INFO     | SecondBrain | Received audio upload from user chetan0e
2026-04-15 00:16:14 | INFO     | SecondBrain | Transcribing audio: data\uploads\upload_chetan0e_ffef0a85.wav
2026-04-15 00:16:15 | INFO     | faster_whisper | Processing audio with duration 00:04.923
2026-04-15 00:16:15 | INFO     | faster_whisper | Detected language 'en' with probability 0.29
2026-04-15 00:16:16 | INFO     | app.services.transcription | Whisper found 0 segments. Language: en (0.29)
2026-04-15 00:16:16 | INFO     | app.services.transcription | Final transcribed text: ''
2026-04-15 00:16:16 | INFO     | SecondBrain | Skipping - transcription too short or empty. Result: ''
2026-04-15 00:16:16 | INFO     | SecondBrain | Cleaned up temp file: data\uploads\upload_chetan0e_ffef0a85.wav
2026-04-15 00:16:22 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:16:23 | INFO     | SecondBrain | Received audio upload from user chetan0e
2026-04-15 00:16:23 | INFO     | SecondBrain | Transcribing audio: data\uploads\upload_chetan0e_f54cc915.wav
2026-04-15 00:16:24 | INFO     | faster_whisper | Processing audio with duration 00:04.946
2026-04-15 00:16:24 | INFO     | faster_whisper | Detected language 'nn' with probability 0.32
2026-04-15 00:16:40 | INFO     | app.services.transcription | Whisper found 0 segments. Language: nn (0.32)
2026-04-15 00:16:40 | INFO     | app.services.transcription | Final transcribed text: ''
2026-04-15 00:16:40 | INFO     | SecondBrain | Skipping - transcription too short or empty. Result: ''
2026-04-15 00:16:40 | INFO     | SecondBrain | Cleaned up temp file: data\uploads\upload_chetan0e_f54cc915.wav
2026-04-15 00:16:40 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:16:44 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:17:59 | INFO     | SecondBrain | Deleted memory ac34bf9a-ac13-4018-8eed-0b4cbf40da7f for user chetan0e
2026-04-15 00:20:29 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 69de8af8140691de7a87cb18, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de8af8140691de7a87cb18"}, "remainingTimeMS": 29}
2026-04-15 00:20:29 | INFO     | app.routes.auth | AUTH: LOGIN - username=chetan0e ip=10.64.200.37
2026-04-15 00:20:29 | INFO     | app.main | SecondBrain shut down cleanly
2026-04-15 00:20:29 | INFO     | apscheduler.scheduler | Scheduler has been shut down
2026-04-15 00:20:29 | INFO     | app.workers.background_worker | Background worker shutting down
2026-04-15 00:20:42 | INFO     | app.main | SecondBrain starting up...
2026-04-15 00:20:42 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "<function writable_server_selector at 0x000001E4EF6400F0>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69de8c82f4edc6c25fa41dce, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de8c82f4edc6c25fa41dce"}, "remainingTimeMS": 4}
2026-04-15 00:20:44 | INFO     | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-04-15 00:20:44 | INFO     | apscheduler.scheduler | Added job "check_and_fire_reminders" to job store "default"
2026-04-15 00:20:44 | INFO     | apscheduler.scheduler | Scheduler started
2026-04-15 00:20:44 | INFO     | app.main | Reminder scheduler started (interval: 15 min)
2026-04-15 00:20:44 | INFO     | app.workers.background_worker | Background worker started
2026-04-15 00:20:44 | INFO     | app.workers.background_worker | Background worker shutting down
2026-04-15 00:20:56 | INFO     | app.main | SecondBrain starting up...
2026-04-15 00:20:56 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "<function writable_server_selector at 0x000001A3D02100F0>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69de8c90f52b1afe3e96fe8d, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de8c90f52b1afe3e96fe8d"}, "remainingTimeMS": 4}
2026-04-15 00:20:57 | INFO     | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-04-15 00:20:57 | INFO     | apscheduler.scheduler | Added job "check_and_fire_reminders" to job store "default"
2026-04-15 00:20:57 | INFO     | apscheduler.scheduler | Scheduler started
2026-04-15 00:20:57 | INFO     | app.main | Reminder scheduler started (interval: 15 min)
2026-04-15 00:20:57 | INFO     | app.workers.background_worker | Background worker started
2026-04-15 00:20:57 | INFO     | app.workers.background_worker | Background worker shutting down
2026-04-15 00:21:10 | INFO     | app.main | SecondBrain starting up...
2026-04-15 00:21:10 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "<function writable_server_selector at 0x000001E586E400F0>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69de8c9e2f2fed83cc9e027c, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de8c9e2f2fed83cc9e027c"}, "remainingTimeMS": 4}
2026-04-15 00:21:11 | INFO     | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-04-15 00:21:11 | INFO     | apscheduler.scheduler | Added job "check_and_fire_reminders" to job store "default"
2026-04-15 00:21:11 | INFO     | apscheduler.scheduler | Scheduler started
2026-04-15 00:21:11 | INFO     | app.main | Reminder scheduler started (interval: 15 min)
2026-04-15 00:21:11 | INFO     | app.workers.background_worker | Background worker started
2026-04-15 00:21:11 | INFO     | SecondBrain | Received audio upload from user chetan0e
2026-04-15 00:21:11 | INFO     | SecondBrain | Transcribing audio: data\uploads\upload_chetan0e_9cfd9e62.wav
2026-04-15 00:21:11 | INFO     | app.services.transcription | Loading Whisper model 'base' on cpu (int8)
2026-04-15 00:21:12 | INFO     | faster_whisper | Processing audio with duration 00:04.946
2026-04-15 00:21:13 | INFO     | faster_whisper | Detected language 'nn' with probability 0.37
2026-04-15 00:21:26 | INFO     | app.services.transcription | Whisper found 0 segments. Language: nn (0.37)
2026-04-15 00:21:26 | INFO     | app.services.transcription | Final transcribed text: ''
2026-04-15 00:21:26 | INFO     | SecondBrain | Skipping - transcription too short or empty. Result: ''
2026-04-15 00:21:26 | INFO     | SecondBrain | Cleaned up temp file: data\uploads\upload_chetan0e_9cfd9e62.wav
2026-04-15 00:21:26 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:21:26 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 69de8c972f2fed83cc9e027b, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de8c972f2fed83cc9e027b"}, "remainingTimeMS": 29}
2026-04-15 00:21:28 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:21:32 | INFO     | SecondBrain | Extracting insights for user chetan0e
2026-04-15 00:21:39 | INFO     | app.main | SecondBrain shut down cleanly
2026-04-15 00:21:39 | INFO     | apscheduler.scheduler | Scheduler has been shut down
2026-04-15 00:21:39 | INFO     | app.workers.background_worker | Background worker shutting down
2026-04-15 00:21:43 | INFO     | app.main | SecondBrain starting up...
2026-04-15 00:21:43 | INFO     | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "<function writable_server_selector at 0x000001FC57DB3110>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69de8cbf49379ff15713db3e, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-08vgkw9-shard-00-00.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-01.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-08vgkw9-shard-00-02.d7dlkdt.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69de8cbf49379ff15713db3e"}, "remainingTimeMS": 4}
2026-04-15 00:21:45 | INFO     | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-04-15 00:21:45 | INFO     | apscheduler.scheduler | Added job "check_and_fire_reminders" to job store "default"
2026-04-15 00:21:45 | INFO     | apscheduler.scheduler | Scheduler started
2026-04-15 00:21:45 | INFO     | app.main | Reminder scheduler started (interval: 15 min)
2026-04-15 00:21:45 | INFO     | app.workers.background_worker | Background worker started
2026-04-15 00:21:48 | INFO     | app.main | SecondBrain shut down cleanly
2026-04-15 00:21:48 | INFO     | apscheduler.scheduler | Scheduler has been shut down
2026-04-15 00:21:48 | INFO     | app.workers.background_worker | Background worker shutting down
2026-04-15 00:22:10 | INFO     | app.main | SecondBrain starting up...
